Unnamed: 0,created_at,id_str,full_text,username,tweet_url
33,Wed Feb 07 19:21:07 +0000 2024,1755310741962489996,"https://t.co/hWrmTvn4Fi  Gila sih baru tau ada ini, yg  masih ngomong pak anies gak bisa kerja coba dibuka linknya itu semua yg pak anies kerjain selama di jakarta, dan itu data asli dari web dki jakarta  #aniesamin2024 #aniesbaswedan #AMINAjaDulu",xxtsxx20,https://twitter.com/xxtsxx20/status/1755310741962489996
34,Wed Feb 07 19:19:19 +0000 2024,1755310287350305122,Sign Language For :  WAKTUNYA PERUBAHAN 🕛🇮🇩  #aniesbaswedan #waktunyamilih #waktunyaperubahan #debatcapreskelima #aforevery1 #aniesfinalstage https://t.co/ZWZn9uKUU5,turuntangannah,https://twitter.com/turuntangannah/status/1755310287350305122
35,Wed Feb 07 18:18:58 +0000 2024,1755295102401118712,ada yang punya juga gak?? @aniesbaswedan @cakimiNOW   #capres #AniesFinalStage #aniesbaswedan #AniesMuhaimin2024 https://t.co/Ze2JwT80Jw,ripalaryaa,https://twitter.com/ripalaryaa/status/1755295102401118712
36,Wed Feb 07 17:59:31 +0000 2024,1755290207451254849,"Yang gak kedapetan tiket tetap datang yaa karna ini acara bebas, dan ingat JANGAN MAU BELI TIKET karna itu gratiss!!!  #JIS #tiket #jakartainternasionalstadium #AMINmenang #AMIN #AMINkanIndonesia #aminajadulu #anies https://t.co/4q7H76Nion",khoiriak,https://twitter.com/khoiriak/status/1755290207451254849
37,Wed Feb 07 17:30:10 +0000 2024,1755282818299760757,Pemimpin sederhana tidak memperkaya diri 😊☝❤🇮🇩  #fyp #anies #AniesMuhaimin2024 #AminMenang1Putaran #CoblosNomor1 #AMINajadulu https://t.co/SkycvhDPdv,aniesmania,https://twitter.com/aniesmania/status/1755282818299760757
38,Wed Feb 07 17:16:50 +0000 2024,1755279465071198406,Gimanasih agensinya?! Masa trainee kek gini udah mau di debutin???? Debut langsung di stadion pula? Yang bener aja?! Ga habis fikri.  @aniesbubble @olpproject  #aniesbaswedan #cakimin,perfectwynz,https://twitter.com/perfectwynz/status/1755279465071198406
39,Wed Feb 07 17:00:28 +0000 2024,1755275346004578389,#AniesFinalStage #aniesbaswedan #AniesMuhaimin2024 #AMINAjaDulu https://t.co/IkebuX2b1r,artismulet,https://twitter.com/artismulet/status/1755275346004578389
40,Wed Feb 07 16:46:28 +0000 2024,1755271821061165569,@zainul_munas AMIN Menang 1 putaran #aniesbaswedan  #cakiminNOW,IskandarAlbas,https://twitter.com/IskandarAlbas/status/1755271821061165569
41,Wed Feb 07 16:41:35 +0000 2024,1755270592494997635,@ariefgnwn333 @cakimiNOW Hahaha... Bentar juga bakal ada yang nazar. Kalau #AMINmenang akan ngasih les nyanyi gratis anti fals kepada pa #anies,KangEncep,https://twitter.com/KangEncep/status/1755270592494997635
42,Wed Feb 07 16:40:01 +0000 2024,1755270199660679228,SAYA BERLEPAS DIRI BAH 😂 ===== #KyaiBergerak01 #aniesbaswedan #aniesmuhaimin2024 #anies #aminajadulu #viral #tiktok Rengasdengklok #KumpulAkbar Imin 1991 Libur Rabu AMIN 2024 Arek Nyanyi Sahabat Taurus Libra Hukuman ===== https://t.co/QO6VWjD4K6,Kang_Comot,https://twitter.com/Kang_Comot/status/1755270199660679228
43,Wed Feb 07 16:36:01 +0000 2024,1755269194130829555,"Ini survey data nyata , bukan surePay boong dan duga duga,,? Cinta kasih tulus rakyat kepada Anies tak dapat ditukar apapun. #ANIES Presiden 2024",Mustafa96991932,https://twitter.com/Mustafa96991932/status/1755269194130829555
44,Wed Feb 07 16:32:53 +0000 2024,1755268404150440261,Adhie Massardi: Republik Ini Akan Dikuasai Oligarki Jika Anies Baswedan Kalah  #AdhieMassardi #Oligarki #AniesBaswedan #RMOL  https://t.co/tmEWSeiKBU,rmol_id,https://twitter.com/rmol_id/status/1755268404150440261
45,Wed Feb 07 16:26:42 +0000 2024,1755266846989951307,Assalamu’alaikum Abah @aniesbaswedan aku izin Personal Color Analysis Abah ya🙏🏼 #PersonalColorAnalysis #AniesBaswedan #aniesamin2024 #AniesPresiden2024 https://t.co/4bOCBWIftC,BitnaneunColor,https://twitter.com/BitnaneunColor/status/1755266846989951307
46,Wed Feb 07 16:21:05 +0000 2024,1755265435946348924,Bergerak bersatu berjuang untuk perubahan #aniesbaswedan #aniesbaswedan #AniesMuhaimin2024 #AniesMuhaimin2024 #AMINIndonesiaLebihBaik,maldakristina,https://twitter.com/maldakristina/status/1755265435946348924
47,Wed Feb 07 16:15:41 +0000 2024,1755264077151211775,Satukan Indonesia Satu putaran  #AMINAjaDulu  #AMINIndonesiaLebihBaik #AMINSatukanIndonesia  #HaveAniesDay  #anies,DamDoolley,https://twitter.com/DamDoolley/status/1755264077151211775
48,Wed Feb 07 16:12:42 +0000 2024,1755263326219837940,Siap sambut perubahan besar bangsa #aniesbaswedan #AniesMuhaimin2024 #AniesMuhaimin2024 #aniesbaswedan #AniesPresiden2024 #AniesPresiden2024,maldakristina,https://twitter.com/maldakristina/status/1755263326219837940
49,Wed Feb 07 16:11:36 +0000 2024,1755263048569507988,"Kebaikan itu Selalu Menemukan jalannya untuk muncul kepermukaan  🥹🥹🥹 #Abah Gw, Pak #aniesbaswedan Sang Pemimpin Baik, Yang selalu Ada Untuk Rakyatnya   😭😭😭😭",fathullahfathu2,https://twitter.com/fathullahfathu2/status/1755263048569507988
50,Wed Feb 07 16:05:11 +0000 2024,1755261431635947876,Janji prabowo bangun rumah apung 🔥🔥🔥  #gerindra #prabowo #prabowogemoy #gibran #prabowogibran #Pilpres2024 #aniesbaswedan #debatcawapres2024 #debatcapres #debatcapres2024 https://t.co/Y8cYbSWBaI,tami06233138751,https://twitter.com/tami06233138751/status/1755261431635947876
51,Wed Feb 07 16:04:39 +0000 2024,1755261298898821451,Anies memang sengaja menghasut 🔥🔥🔥  #gerindra #prabowo #prabowogemoy #gibran #prabowogibran #Pilpres2024 #aniesbaswedan #debatcawapres2024 #debatcapres #debatcapres2024 https://t.co/G8E0iv2GZx,tami06233138751,https://twitter.com/tami06233138751/status/1755261298898821451
52,Wed Feb 07 16:02:01 +0000 2024,1755260635494166574,El samsul selalu didepan  🔥🔥🔥  #gerindra #prabowo #prabowogemoy #gibran #prabowogibran #Pilpres2024 #aniesbaswedan #debatcawapres2024 #debatcapres #debatcapres2024 https://t.co/6H6dDH85ZZ,tami06233138751,https://twitter.com/tami06233138751/status/1755260635494166574
53,Wed Feb 07 15:57:33 +0000 2024,1755259511907213387,"Raim Laode bukan hanya merdu suaranya, tapi cerdas juga isi kepalanya  #komang #raimlaode #fyp #amin #anies #AniesMuhaimin2024 #AminMenang1Putaran #CoblosNomor1 #AMINajadulu https://t.co/ae93wuJmXT",aniesmania,https://twitter.com/aniesmania/status/1755259511907213387
54,Wed Feb 07 15:50:03 +0000 2024,1755257626508550214,"Harapan saya di tanggal 10 Februari seluruh masyarakat Indonesia pendukung 01 bisa membanjiri Stadion ini"" #KetuaBEM #Pemilu2024 #aniesbaswedan #AniesMuhaimin2024 https://t.co/h0ohs9DF0y""",TitikTerangNews,https://twitter.com/TitikTerangNews/status/1755257626508550214
55,Wed Feb 07 15:42:45 +0000 2024,1755255789122732340,#KyaiBergerak01 #AMINajaDulu  #aniesbaswedan #cakimiNOW https://t.co/kn1w7ld4UZ,faikohikoh928,https://twitter.com/faikohikoh928/status/1755255789122732340
56,Wed Feb 07 15:35:08 +0000 2024,1755253870887096668,"Hp canggih, spek gahar, kamera bagus dan yg paling penting harga murah…yaa cuma Poco M6 Pro. #jokowi #amin #anies #cakimin #prabowo #gibran #prabowogibran #jualpoco   https://t.co/gUORMoR2Xo",mamaalyfe,https://twitter.com/mamaalyfe/status/1755253870887096668
57,Wed Feb 07 15:30:12 +0000 2024,1755252627934507076,Catat yukkk baik-baik. #aniesbaswedan #AniesMuhaimin2024 #AniesMuhaimin2024,anak_lad,https://twitter.com/anak_lad/status/1755252627934507076
58,Wed Feb 07 15:28:36 +0000 2024,1755252227185521009,Rekam jejak #AniesBaswedan slama 5 tahun (2017 - 2022) jadi Gubernur #DKI #Jakarta  . #dkijakarta #bogor #subang #tangerang #cianjur #riau #acehutara #kendari #bone #ungaran #ngawi #jombang #selong #palu #biak #kaltim #sumbar #sumsel #lampung #kapuas #banyuwangi #bangli #grobogan https://t.co/fEu7myTB1b,fransisca_ning,https://twitter.com/fransisca_ning/status/1755252227185521009
59,Wed Feb 07 15:28:00 +0000 2024,1755252075141984733,"@LChandayani @Naz_lira @up_pray Definisi nggak bisa kerja.. kalo beliau berada di lingkar koruptor ya bang  elu pemimpin masa masih tinggal di rumah itu, masa nggak punya tanah berhektar-hektar""  Tapi kata #Anies ""Saya di berikan amanah ini, tidak untuk bernego dengan Rupiah "" 😭😭 #Jleb Msh ada pemimpin Jujur""",fathullahfathu2,https://twitter.com/fathullahfathu2/status/1755252075141984733
60,Wed Feb 07 15:22:41 +0000 2024,1755250739423920540,"Bener..  Setuju 😭😭  Dia hadir untuk rakyat, bukan mencari penghidupan di pemerintahan, dia yang menghidupkan pemerintah untuk menjadi penerang bagi rakyatnya  Ini sangat langka, kalo otaknya Cuan"" Tugas di DKI Udah Punya segalanya kali 🙏  #aniesbaswedan Bersih, Jujur, Amanah""",fathullahfathu2,https://twitter.com/fathullahfathu2/status/1755250739423920540
61,Wed Feb 07 15:19:31 +0000 2024,1755249941780566201,"#JIS #aniesbaswedan #Pilpres2024 #abah Dari saya orang daerah yang kertas pertanyaannya pak anies masukkan ke saku di dadanya pas di sintang. Moga dijawab pak, pertanyaan itu bukan pertanyaan receh seputar singjatan dll. Moga nanti di JIS kertasnya dibawa dan dijawab https://t.co/TXIvct3eAM",HezkyWardhana,https://twitter.com/HezkyWardhana/status/1755249941780566201
62,Wed Feb 07 15:06:20 +0000 2024,1755246621875634432,"Alhamdulillah, setelah keluarga besar, mertua dan adik-adik ipar berhasil diyakinkan untuk pilih pasangan 01 #Pemilu2024 #aniesbaswedan",tambahprihatin,https://twitter.com/tambahprihatin/status/1755246621875634432
63,Wed Feb 07 15:03:23 +0000 2024,1755245882663108929,Guys ada yang tau ini sirekap kalo gini harus digimanain🥲 Help...  #pemilu #kpu #kpps #sirekap #aniesbaswedan #prabowo #GanjarPranowo https://t.co/tHfXpYsHVi,banaieyo,https://twitter.com/banaieyo/status/1755245882663108929
64,Wed Feb 07 14:44:59 +0000 2024,1755241248527634583,Semangat berjuang untuk NKRI  @aniesbaswedan  @cakimiNOW  #AMINAjaDulu  #aniesbaswedan https://t.co/6qJ99FLcEB,hermanto_oppo,https://twitter.com/hermanto_oppo/status/1755241248527634583
65,Wed Feb 07 14:38:19 +0000 2024,1755239572399960506,AMIN ☝️ #Kiaibergerak #AMINAjaDulu  #aniesbaswedan  #cakimiNOW https://t.co/4EqfgbD8Hh,KhaidoniAhmad,https://twitter.com/KhaidoniAhmad/status/1755239572399960506
66,Wed Feb 07 14:36:01 +0000 2024,1755238995037163951,@Mdy_Asmara1701 Abah Anies memang beda  #aniesbaswedan  #abah,MasJanto,https://twitter.com/MasJanto/status/1755238995037163951
67,Wed Feb 07 14:34:27 +0000 2024,1755238599296254124,Dapet tiket atau pun tidak dapat tiket.. tetap kumpul dan ramai kan Kampanye AMIN di JIS...  #perubahan #kampanyeamin #aniesbaswedan #AniesMuhaimin2024 #AMINAjaDulu #SalamPerubahan #salamakalsehat #akalsehat https://t.co/47jRa3vlEe,KontenNgak62914,https://twitter.com/KontenNgak62914/status/1755238599296254124
68,Wed Feb 07 14:25:49 +0000 2024,1755236425388433737,"Antrean Virtual Tiket Kumpul Akbar AMIN di JIS Membeludak, Pendaftar Sabar Hingga Berjam-jam https://t.co/7KT8txAUYS #CakImin #AMINAjaDulu #AMINkanIndonesia #aniesbaswedan #AniesMuhaimin2024",argumen_id,https://twitter.com/argumen_id/status/1755236425388433737
69,Wed Feb 07 14:24:02 +0000 2024,1755235978493505553,Alhamdulillah… 🤲🏻🤲🏻🤲🏻 mudah2an di Canada juga sama AMIN menang… Salam perubahan from Canada 🇨🇦   #AMINAjaDulu #aniesbaswedan,pimblett1312,https://twitter.com/pimblett1312/status/1755235978493505553
70,Wed Feb 07 14:10:50 +0000 2024,1755232654830793110,Anies Soal Bansos #indonesia #aniesbaswedan  #gusimin  #debatcapres #aba... https://t.co/0aIpoExxTH via @YouTube,imamprihadiyoko,https://twitter.com/imamprihadiyoko/status/1755232654830793110
71,Wed Feb 07 14:06:17 +0000 2024,1755231510813356510,"Bismillah, menangkan Amin untuk perubahan Indonesia yang lebih adil dan sejahtera, aamiin  #perubahan #amin #aniesbaswedan #muhaiminiskandar #partaiummat https://t.co/XsDYw162dD",AdiHamidFuadi4,https://twitter.com/AdiHamidFuadi4/status/1755231510813356510
72,Wed Feb 07 14:05:49 +0000 2024,1755231391598645431,"Seorang pemimpin harus memilik 3 kriteria teraebut. Mereka adalah: 1. Niniak Mamak 2. Alim Ulama 3. Cadiak Pandai  Siapapun pilihan kita, 01, 02, atau 03. Pilihlah yang sesuai hati nurani.  #aniesbaswedan #aniesmuhaimin2024 #prabowo #prabowogibran2024 #ganjar #ganjarmahfud2024 https://t.co/8t1lOMyWsf",baraja_XYZ,https://twitter.com/baraja_XYZ/status/1755231391598645431
73,Wed Feb 07 14:05:43 +0000 2024,1755231370388045907,@tvOneNews Siap hadir dukung Abah Anies-Muhaimin. #AMINAjaDulu #aniesbaswedan,dan_parikesit,https://twitter.com/dan_parikesit/status/1755231370388045907
74,Wed Feb 07 13:55:38 +0000 2024,1755228832024736213,#ANIESPRESIDENKU #ABAH  #AMINkanIndonesia  #ANISD  #aniesbaswedan,bandungmiracle,https://twitter.com/bandungmiracle/status/1755228832024736213
75,Wed Feb 07 13:51:51 +0000 2024,1755227879456268622,"@nahdiyinbersatu Walaupun kurang faham bahasa Madura,tapi intinya adalah pilih AMIN, Anies Muhaimin #SalamPerubahan #AniesBaswedan",mbahgumbreg3,https://twitter.com/mbahgumbreg3/status/1755227879456268622
76,Wed Feb 07 13:47:15 +0000 2024,1755226720448487576,@DPNAminBalad @aniesbaswedan @cakimiNOW #aniesbaswedan,AkhmadR43133440,https://twitter.com/AkhmadR43133440/status/1755226720448487576
77,Wed Feb 07 13:46:56 +0000 2024,1755226641587208476,"Calon presiden nomor urut 1, Anies Baswedan meminta pihak manapun untuk tidak bertindak zalim kepada rakyat kecil terkait polemik Kampung Susun Bayam.   Download #MetroTVXtend sekarang di Play Store dan App Store.  #aniesbaswedan #rusunkampungbayam #kampungbayam @aniesbaswedan https://t.co/8PQNveaDcZ",Metro_TV,https://twitter.com/Metro_TV/status/1755226641587208476
78,Wed Feb 07 13:46:16 +0000 2024,1755226474368602427,Rekam jejak Abah semakin membabi buta berdatangan 😭☝️🦉 #aniesbaswedan #abah https://t.co/GMwb3e0nOe,cikapratiwi,https://twitter.com/cikapratiwi/status/1755226474368602427
79,Wed Feb 07 13:45:47 +0000 2024,1755226352247345248,Both of them r so touched. Everyone will cry until the tears dry ... 😭😭 🦉🐝  🎥@komuluna on X 🎥@langkah_anies on TikTok  #aniesbaswedan  #cakimin  #owlbee 🦉🐝 https://t.co/YUwVG6z7ta,iminbubble,https://twitter.com/iminbubble/status/1755226352247345248
80,Wed Feb 07 13:43:31 +0000 2024,1755225781033398457,@nahdiyinbersatu #aniesbaswedan,AkhmadR43133440,https://twitter.com/AkhmadR43133440/status/1755225781033398457
81,Wed Feb 07 13:42:28 +0000 2024,1755225517132075128,"Baru sebulan yang lalu dijanjikan rumah panggung sama Pak Prabowo, eh langsung jadi janjinya 🔥🔥🔥  #gerindra #prabowo #prabowogemoy #gibran #prabowogibran #Pilpres2024 #aniesbaswedan #debatcawapres2024 #debatcapres #debatcapres2024 https://t.co/2gEq1mQFbM",tami06233138751,https://twitter.com/tami06233138751/status/1755225517132075128
82,Wed Feb 07 13:40:14 +0000 2024,1755224956034777213,@DPNAminBalad @aniesbaswedan @cakimiNOW #aniesbaswedan  #Cakiminow,nelyyuspita1,https://twitter.com/nelyyuspita1/status/1755224956034777213
83,Wed Feb 07 13:38:17 +0000 2024,1755224463820591280,@protectanb AHN NICE TALENTED AHN NICE ALROUNDER AHN NICE BEST RAPPER AHN NICE BEST DANCER AHN NICE BEST BOY #ANIES #아니스,yeonlixsa,https://twitter.com/yeonlixsa/status/1755224463820591280
